,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
926,Rated Blitz game,2021.01.24,seventhrankpawn,Jay_1999,Lost,2009,7,2046,-6,seventhrankpawn,2009,Jay_1999,2046,Lost against Similar Rating,D06,Resignation/Checkmate,blitz,2021.01.24,2/10/2023 9:36,Standard,Mixed of opening I usually not played,2046,9,morning,morning
927,Rated Blitz game,2021.01.24,Jay_1999,MYSTERY_MAN_9846,Lost,2052,-6,2008,7,MYSTERY_MAN_9846,2008,Jay_1999,2052,Lost against Similar Rating,B01,Resignation/Checkmate,blitz,2021.01.24,2/10/2023 5:39,Standard,Scandinavian Defense,2052,5,night,night
928,Rated Blitz game,2021.01.23,Jay_1999,trmittal24,Won,2048,4,1979,-4,Jay_1999,2048,trmittal24,1979,Won agaist high rated player,B50,Resignation/Checkmate,blitz,2021.01.23,2/10/2023 7:55,Standard,Sicillian Defense,2052,7,morning,morning
929,Rated Blitz game,2021.01.21,Furkanack,Jay_1999,Lost,2067,6,2053,-5,Furkanack,2067,Jay_1999,2053,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 15:49,Standard,Nimzovich-Larsen Attack,2053,15,afternoon,afternoon
930,Rated Blitz game,2021.01.21,Jay_1999,kastriotrevaj,Won,2047,6,2046,-5,Jay_1999,2047,kastriotrevaj,2046,Won against Similar Rating,C41,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 15:47,Standard,Philidor's Defense,2053,15,afternoon,afternoon
931,Rated Blitz game,2021.01.21,Vari0la,Jay_1999,Lost,2003,7,2054,-7,Vari0la,2003,Jay_1999,2054,Lost agaist high rated player,D01,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 15:42,Standard,Mixed of opening I usually not played,2054,15,afternoon,afternoon
932,Rated Blitz game,2021.01.21,Jay_1999,lampovoi,Lost,2059,-5,2101,5,lampovoi,2101,Jay_1999,2059,Lost against Similar Rating,B50,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 12:28,Standard,Sicillian Defense,2059,12,afternoon,afternoon
933,Rated Blitz game,2021.01.21,lampovoi,Jay_1999,Lost,2095,6,2064,-5,lampovoi,2095,Jay_1999,2064,Lost against Similar Rating,B15,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 12:23,Standard,Caro-Kann Defense,2064,12,afternoon,afternoon
934,Rated Blitz game,2021.01.21,Jay_1999,PaninA,Won,2059,5,2031,-5,Jay_1999,2059,PaninA,2031,Won against Similar Rating,B01,Resignation/Checkmate,blitz,2021.01.21,2/10/2023 12:14,Standard,Scandinavian Defense,2064,12,afternoon,afternoon
935,Rated Blitz game,2021.01.20,Jay_1999,boeddha,Lost,2064,-5,2087,5,boeddha,2087,Jay_1999,2064,Lost against Similar Rating,B90,Resignation/Checkmate,blitz,2021.01.20,2/10/2023 17:46,Standard,Sicillian Defense,2064,17,afternoon,afternoon
936,Rated Blitz game,2021.01.20,FrankHantschel,Jay_1999,Won,1910,-3,2061,3,Jay_1999,2061,FrankHantschel,1910,Won against very high rated player,A15,Resignation/Checkmate,blitz,2021.01.20,2/10/2023 11:29,Standard,English Opening,2064,11,morning,morning
937,Rated Blitz game,2021.01.20,heshamov,Jay_1999,Lost,2073,6,2066,-5,heshamov,2073,Jay_1999,2066,Lost against Similar Rating,B46,Resignation/Checkmate,blitz,2021.01.20,2/10/2023 11:05,Standard,Sicillian Defense,2066,11,morning,morning
938,Rated Blitz game,2021.01.20,Jay_1999,Monsto-Viper,Lost,2071,-5,2105,6,Monsto-Viper,2105,Jay_1999,2071,Lost against Similar Rating,B07,Resignation/Checkmate,blitz,2021.01.20,2/10/2023 10:57,Standard,Mixed of opening I usually not played,2071,10,morning,morning
939,Rated Blitz game,2021.01.19,aak555,Jay_1999,Won,2066,-6,2065,6,Jay_1999,2065,aak555,2066,Won against Similar Rating,B15,Time forfeit,blitz,2021.01.19,2/10/2023 12:22,Standard,Caro-Kann Defense,2071,12,afternoon,afternoon
940,Rated Blitz game,2021.01.19,Jay_1999,alexei-2,Won,2059,6,2114,-6,Jay_1999,2059,alexei-2,2114,Won agaist high rated player,A10,Time forfeit,blitz,2021.01.19,2/10/2023 12:13,Standard,English Opening,2065,12,afternoon,afternoon
941,Rated Blitz game,2021.01.19,Jay_1999,Cormit,Lost,2064,-5,2103,5,Cormit,2103,Jay_1999,2064,Lost against Similar Rating,B40,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 11:17,Standard,Sicillian Defense,2064,11,morning,morning
942,Rated Blitz game,2021.01.19,wolyvaku,Jay_1999,Won,2014,-5,2059,5,Jay_1999,2059,wolyvaku,2014,Won against Similar Rating,B10,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 11:09,Standard,Caro-Kann Defense,2064,11,morning,morning
943,Rated Blitz game,2021.01.19,billysk123,Jay_1999,Lost,1934,8,2066,-7,billysk123,1934,Jay_1999,2066,Lost against very high rated player,B42,Time forfeit,blitz,2021.01.19,2/10/2023 11:00,Standard,Sicillian Defense,2066,11,morning,morning
944,Rated Blitz game,2021.01.19,Jay_1999,braco59,Won,2062,4,1956,-4,Jay_1999,2062,braco59,1956,Won against very high rated player,A06,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 10:56,Standard,Nimzovich-Larsen Attack,2066,10,morning,morning
945,Rated Blitz game,2021.01.19,Jay_1999,Anatoliy_Gaydamak,Lost,2068,-6,2059,6,Anatoliy_Gaydamak,2059,Jay_1999,2068,Lost against Similar Rating,A40,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 10:44,Standard,Queen's Pawn' Opening,2068,10,morning,morning
946,Rated Blitz game,2021.01.19,Hrichh1962,Jay_1999,Lost,2034,9,2075,-7,Hrichh1962,2034,Jay_1999,2075,Lost against Similar Rating,B43,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 10:20,Standard,Sicillian Defense,2075,10,morning,morning
947,Rated Blitz game,2021.01.19,Bolov,Jay_1999,Won,1975,-4,2070,5,Jay_1999,2070,Bolov,1975,Won agaist high rated player,D06,Resignation/Checkmate,blitz,2021.01.19,2/10/2023 9:39,Standard,Mixed of opening I usually not played,2075,9,morning,morning
948,Rated Blitz game,2021.01.18,Jay_1999,sakktenisz1,Won,2064,6,2071,-6,Jay_1999,2064,sakktenisz1,2071,Won against Similar Rating,B01,Resignation/Checkmate,blitz,2021.01.18,2/10/2023 17:44,Standard,Scandinavian Defense,2070,17,afternoon,afternoon
949,Rated Blitz game,2021.01.18,Velichko-KA,Jay_1999,Won,2038,-5,2059,5,Jay_1999,2059,Velichko-KA,2038,Won against Similar Rating,A51,Time forfeit,blitz,2021.01.18,2/10/2023 17:42,Standard,Budapest Defense,2064,17,afternoon,afternoon
950,Casual Blitz game,2021.01.18,upvats10,Jay_1999,Lost,1993,0,2059,0,upvats10,1993,Jay_1999,2059,Lost agaist high rated player,B01,Time forfeit,blitz,2021.01.18,2/10/2023 12:33,Standard,Scandinavian Defense,,12,afternoon,afternoon
951,Rated Blitz game,2021.01.18,MrGauka,Jay_1999,Lost,2072,6,2064,-5,MrGauka,2072,Jay_1999,2064,Lost against Similar Rating,D02,Resignation/Checkmate,blitz,2021.01.18,2/10/2023 10:39,Standard,London System,2064,10,morning,morning
952,Rated Blitz game,2021.01.18,Jay_1999,MrGauka,Lost,2070,-6,2066,6,MrGauka,2066,Jay_1999,2070,Lost against Similar Rating,C84,Time forfeit,blitz,2021.01.18,2/10/2023 10:30,Standard,Ruy Lopez (Spanish Opening),2070,10,morning,morning
953,Rated Blitz game,2021.01.18,Jay_1999,Momling,Won,2064,6,2100,-6,Jay_1999,2064,Momling,2100,Won against Similar Rating,D02,Time forfeit,blitz,2021.01.18,2/10/2023 7:32,Standard,London System,2070,7,morning,morning
954,Rated Blitz game,2021.01.18,Ded_Moro,Jay_1999,Lost,2041,6,2070,-6,Ded_Moro,2041,Jay_1999,2070,Lost against Similar Rating,A51,Time forfeit,blitz,2021.01.18,2/10/2023 7:24,Standard,Budapest Defense,2070,7,morning,morning
955,Rated Blitz game,2021.01.18,Jay_1999,baquiche,Lost,2075,-5,2095,6,baquiche,2095,Jay_1999,2075,Lost against Similar Rating,A43,Resignation/Checkmate,blitz,2021.01.18,2/10/2023 7:16,Standard,Old Benoni Defense,2075,7,morning,morning
956,Rated Blitz game,2021.01.18,Alexey_Kachur,Jay_1999,Won,2037,-6,2070,5,Jay_1999,2070,Alexey_Kachur,2037,Won against Similar Rating,C50,Resignation/Checkmate,blitz,2021.01.18,2/10/2023 6:59,Standard,King's Pawn Game,2075,6,morning,morning
957,Rated Blitz game,2021.01.17,Jay_1999,Hanan97,Won,2065,5,2029,-5,Jay_1999,2065,Hanan97,2029,Won against Similar Rating,A48,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 19:31,Standard,"King's Indian, East Indian Defense",2070,19,evening,evening
958,Rated Blitz game,2021.01.17,chulpan-galimova,Jay_1999,Won,2017,-5,2060,5,Jay_1999,2060,chulpan-galimova,2017,Won against Similar Rating,D06,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 19:24,Standard,Mixed of opening I usually not played,2065,19,evening,evening
959,Rated Blitz game,2021.01.17,Jay_1999,Michael007,Lost,2063,-3,2207,4,Michael007,2207,Jay_1999,2063,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 17:46,Standard,London System,2063,17,afternoon,afternoon
960,Rated Blitz game,2021.01.17,Jay_1999,Paquete72,Won,2056,7,2145,-7,Jay_1999,2056,Paquete72,2145,Won agaist high rated player,D24,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 17:33,Standard,Queen's Gambit Accepted,2063,17,afternoon,afternoon
961,Rated Blitz game,2021.01.17,engtalalali,Jay_1999,Lost,2055,6,2062,-6,engtalalali,2055,Jay_1999,2062,Lost against Similar Rating,D03,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 15:19,Standard,Mixed of opening I usually not played,2062,15,afternoon,afternoon
962,Rated Blitz game,2021.01.17,Isa_Mazaev95,Jay_1999,Won,2060,-6,2056,6,Jay_1999,2056,Isa_Mazaev95,2060,Won against Similar Rating,A51,Resignation/Checkmate,blitz,2021.01.17,2/10/2023 15:04,Standard,Budapest Defense,2062,15,afternoon,afternoon
